127.0.0.1 - - [19/Aug/2022:12:59:49 +0900] "GET / HTTP/1.1" 404 807
0:0:0:0:0:0:0:1 - - [19/Aug/2022:16:05:17 +0900] "GET /popo/sub/promotion.jsp HTTP/1.1" 200 3092
0:0:0:0:0:0:0:1 - - [19/Aug/2022:16:05:27 +0900] "GET /popo/main/main.jsp HTTP/1.1" 200 9275
0:0:0:0:0:0:0:1 - - [19/Aug/2022:16:05:27 +0900] "GET /popo/main/movie.ogg HTTP/1.1" 404 834
0:0:0:0:0:0:0:1 - - [19/Aug/2022:16:05:27 +0900] "GET /popo/main/img/main_poster.mp4 HTTP/1.1" 206 1
0:0:0:0:0:0:0:1 - - [19/Aug/2022:16:05:37 +0900] "GET /popo/login/login.jsp HTTP/1.1" 200 3245
0:0:0:0:0:0:0:1 - - [19/Aug/2022:16:05:37 +0900] "GET /popo/resource/JS/login.js HTTP/1.1" 404 844
0:0:0:0:0:0:0:1 - - [19/Aug/2022:16:05:37 +0900] "GET /popo/resource/css/join_login.css HTTP/1.1" 200 6638
0:0:0:0:0:0:0:1 - - [19/Aug/2022:16:06:13 +0900] "GET /popo/sub/trip.jsp HTTP/1.1" 200 7110
0:0:0:0:0:0:0:1 - - [19/Aug/2022:16:07:03 +0900] "GET /popo/sub/promotion.jsp HTTP/1.1" 200 3092
0:0:0:0:0:0:0:1 - - [19/Aug/2022:16:07:03 +0900] "GET /popo/resource/css/happle.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Aug/2022:16:33:21 +0900] "GET /popo/sub/aaaaaaaaaaa.jsp HTTP/1.1" 200 1400
0:0:0:0:0:0:0:1 - - [19/Aug/2022:16:33:21 +0900] "GET /popo/sub/trip_img/%EB%B9%84%EC%9E%90%EB%A6%BC2.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Aug/2022:16:33:21 +0900] "GET /popo/sub/trip_img/%EB%B9%84%EC%9E%90%EB%A6%BC1.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Aug/2022:16:33:21 +0900] "GET /popo/sub/trip_img/%EB%B9%84%EC%9E%90%EB%A6%BC3.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Aug/2022:16:33:40 +0900] "GET /popo/sub/aaaaaaaaaaa.jsp HTTP/1.1" 200 1401
0:0:0:0:0:0:0:1 - - [19/Aug/2022:16:33:40 +0900] "GET /popo/sub/aaaaaaaaaaa.jsp HTTP/1.1" 200 1401
0:0:0:0:0:0:0:1 - - [19/Aug/2022:16:33:41 +0900] "GET /popo/sub/trip_img/%EB%B9%84%EC%9E%90%EB%A6%BC1.png HTTP/1.1" 200 1714797
0:0:0:0:0:0:0:1 - - [19/Aug/2022:16:33:41 +0900] "GET /popo/sub/trip_img/%EB%B9%84%EC%9E%90%EB%A6%BC2.png HTTP/1.1" 200 1657125
0:0:0:0:0:0:0:1 - - [19/Aug/2022:16:33:41 +0900] "GET /popo/sub/trip_img/%EB%B9%84%EC%9E%90%EB%A6%BC3.png HTTP/1.1" 200 1689095
0:0:0:0:0:0:0:1 - - [19/Aug/2022:16:33:41 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [19/Aug/2022:16:34:47 +0900] "GET /popo/sub/aaaaaaaaaaa.jsp HTTP/1.1" 200 1524
0:0:0:0:0:0:0:1 - - [19/Aug/2022:16:34:50 +0900] "GET /popo/sub/aaaaaaaaaaa.jsp HTTP/1.1" 200 1524
0:0:0:0:0:0:0:1 - - [19/Aug/2022:16:34:50 +0900] "GET /popo/sub/aaaaaaaaaaa.jsp HTTP/1.1" 200 1524
0:0:0:0:0:0:0:1 - - [19/Aug/2022:16:34:50 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [19/Aug/2022:16:55:31 +0900] "GET /popo/sub/aaaaaaaaaaa.jsp HTTP/1.1" 200 1361
0:0:0:0:0:0:0:1 - - [19/Aug/2022:16:56:00 +0900] "GET /popo/sub/aaaaaaaaaaa.jsp HTTP/1.1" 200 1222
0:0:0:0:0:0:0:1 - - [19/Aug/2022:16:56:45 +0900] "GET /popo/sub/aaaaaaaaaaa.jsp HTTP/1.1" 200 1258
0:0:0:0:0:0:0:1 - - [19/Aug/2022:16:57:12 +0900] "GET /popo/sub/aaaaaaaaaaa.jsp HTTP/1.1" 200 1258
0:0:0:0:0:0:0:1 - - [19/Aug/2022:16:57:12 +0900] "GET /popo/sub/aaaaaaaaaaa.jsp HTTP/1.1" 200 1258
0:0:0:0:0:0:0:1 - - [19/Aug/2022:16:57:13 +0900] "GET /popo/sub/aaaaaaaaaaa.jsp HTTP/1.1" 200 1258
0:0:0:0:0:0:0:1 - - [19/Aug/2022:16:57:14 +0900] "GET /popo/sub/aaaaaaaaaaa.jsp HTTP/1.1" 200 1258
0:0:0:0:0:0:0:1 - - [19/Aug/2022:16:57:14 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [19/Aug/2022:16:57:20 +0900] "GET /popo/login/login.jsp HTTP/1.1" 200 3245
0:0:0:0:0:0:0:1 - - [19/Aug/2022:16:57:20 +0900] "GET /popo/resource/JS/login.js HTTP/1.1" 404 844
0:0:0:0:0:0:0:1 - - [19/Aug/2022:16:57:22 +0900] "GET /popo/main/main.jsp HTTP/1.1" 200 9275
0:0:0:0:0:0:0:1 - - [19/Aug/2022:16:57:22 +0900] "GET /popo/main/movie.ogg HTTP/1.1" 404 834
0:0:0:0:0:0:0:1 - - [19/Aug/2022:16:57:22 +0900] "GET /popo/main/img/main_poster.mp4 HTTP/1.1" 206 1
0:0:0:0:0:0:0:1 - - [19/Aug/2022:16:57:23 +0900] "GET /popo/login/join.jsp HTTP/1.1" 200 17503
